,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
1149,33,DAL,1993,Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.8,-0.9,210.12727272727273,111.13004,Center
1150,34,GSW,1993,Western Kentucky,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-2.8,-0.1,195.11818181818182,79.3786,Shooting Guard
1151,37,LAL,1993,Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,0.4,17.7,183.11090909090908,77.11064,Point Guard
1152,40,ATL,1993,Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-8.3,-0.8,183.41109090909092,114.758776,Power Forward
1153,42,SEA,1993,Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-2.9,0.0,153.39290909090911,77.11064,Point Guard
1154,43,DEN,1993,Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.3,0.0,207.12545454545457,101.151016,Power Forward
1155,45,UTA,1993,Cal State Long Beach,13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,0.4,11.8,201.12181818181818,102.0582,Small Forward
1156,46,HOU,1993,UCLA,1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-8.2,-0.1,183.11090909090908,117.93392,Center
1157,47,SAS,1993,Clemson,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-0.2,4.6,180.10909090909092,76.203456,Point Guard
1158,48,POR,1993,NC State,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-8.1,-0.1,183.41109090909092,117.93392,Center
1159,52,SAC,1993,Michigan State,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-4.5,-0.4,183.11090909090908,122.46984,Center
1160,1,ORL,1992,LSU,19,1207,41918,28596,13099,3026,.582,.045,.527,34.7,23.7,10.9,2.5,181.7,.208,5.1,75.5,213.1290909090909,147.4174,Center
1161,2,CHH,1992,Georgetown,15,838,25975,14311,7137,946,.527,.247,.692,31.0,17.1,8.5,1.1,89.7,.166,2.2,27.4,183.11090909090908,108.86207999999999,Center
1162,3,MIN,1992,Duke,13,868,25760,11121,5806,2224,.480,.261,.820,29.7,12.8,6.7,2.6,64.9,.121,1.0,19.5,183.41109090909092,106.59412,Power Forward
1163,4,DAL,1992,Ohio State,14,885,29067,12690,4152,2851,.428,.365,.825,32.8,14.3,4.7,3.2,35.8,.059,-0.9,8.2,198.12,99.79024,Small Forward
1164,5,DEN,1992,Notre Dame,11,624,17616,7410,4032,981,.452,.302,.730,28.2,11.9,6.5,1.6,32.8,.089,-1.0,4.6,204.12363636363636,108.86207999999999,Power Forward
1165,6,WSB,1992,NC State,13,763,23556,9895,5589,2140,.451,.284,.757,30.9,13.0,7.3,2.8,40.2,.082,0.6,15.3,183.11090909090908,108.86207999999999,Power Forward
1166,7,SAC,1992,Maryland,11,708,18818,8385,2794,1637,.425,.379,.743,26.6,11.8,3.9,2.3,33.9,.087,0.5,11.8,204.12363636363636,99.336648,Small Forward
1167,8,MIL,1992,Arkansas,8,483,12214,5917,1649,713,.406,.345,.739,25.3,12.3,3.4,1.5,17.5,.069,-0.9,3.4,198.12,85.275296,Shooting Guard
1168,9,PHI,1992,Southern Miss,13,915,27736,10483,6846,1346,.471,.196,.743,30.3,11.5,7.5,1.5,58.4,.101,-0.3,11.8,198.12,108.86207999999999,Power Forward
1169,10,ATL,1992,Stanford,9,617,10334,3107,2556,427,.502,.071,.714,16.7,5.0,4.1,0.7,24.9,.116,-1.3,1.7,207.12545454545457,104.32616,Power Forward
1170,11,HOU,1992,Alabama,16,1107,27069,7715,5269,2343,.425,.341,.726,24.5,7.0,4.8,2.1,66.3,.118,1.9,26.4,183.11090909090908,108.86207999999999,Power Forward
1171,12,MIA,1992,USC,4,200,3748,1801,432,245,.460,.311,.785,18.7,9.0,2.2,1.2,4.2,.053,-3.0,-0.9,195.11818181818182,95.25431999999999,Shooting Guard
1172,13,DEN,1992,Virginia,10,586,16417,5946,1983,1178,.424,.329,.841,28.0,10.1,3.4,2.0,29.5,.086,-0.8,4.9,195.11818181818182,94.347136,Shooting Guard
1173,14,IND,1992,St. John's,8,493,11720,4955,1585,816,.426,.292,.809,23.8,10.1,3.2,1.7,17.1,.070,-1.2,2.2,204.12363636363636,86.18248,Small Forward
1174,15,LAL,1992,Missouri,13,827,20464,8017,2136,1956,.427,.384,.799,24.7,9.7,2.6,2.4,30.7,.072,-0.7,6.6,192.11636363636364,94.347136,Shooting Guard
1175,16,LAC,1992,La Salle,4,151,1093,356,93,257,.340,.305,.683,7.2,2.4,0.6,1.7,0.6,.026,-1.5,0.1,153.09272727272727,83.91452,Point Guard
1176,17,SEA,1992,Pepperdine,15,827,26079,9301,3382,2992,.426,.354,.821,31.5,11.2,4.1,3.6,55.7,.102,1.1,20.7,198.12,90.7184,Shooting Guard
1177,18,SAS,1992,UCLA,12,659,12103,5943,1649,508,.430,.388,.829,18.4,9.0,2.5,0.8,24.1,.096,-0.1,5.8,201.12181818181818,102.0582,Small Forward
1178,19,DET,1992,UCLA,9,319,6679,3490,1210,404,.455,.284,.765,20.9,10.9,3.8,1.3,9.4,.067,-2.5,-0.9,183.11090909090908,106.59412,Small Forward
1179,20,NYK,1992,UNC,12,685,15143,5583,1045,1172,.458,.441,.837,22.1,8.2,1.5,1.7,27.7,.088,-0.9,4.2,195.11818181818182,83.007336,Shooting Guard
1180,21,BOS,1992,Georgia Tech,14,821,13880,4715,1513,1784,.434,.392,.848,16.9,5.7,1.8,2.2,37.2,.129,1.8,13.4,192.11636363636364,88.45044,Shooting Guard
1181,22,PHO,1992,Arkansas,9,493,11338,3625,2893,1061,.534,.116,.639,23.0,7.4,5.9,2.2,21.1,.089,0.6,7.4,207.12545454545457,127.00576,Center
1182,23,MIL,1992,Arkansas,7,496,10337,2546,642,1767,.415,.377,.659,20.8,5.1,1.3,3.6,7.9,.036,-2.9,-2.3,183.11090909090908,78.017824,Point Guard
1183,24,GSW,1992,Alabama,13,913,35270,16712,3724,3664,.425,.337,.804,38.6,18.3,4.1,4.0,56.3,.077,0.4,21.0,195.11818181818182,86.18248,Small Forward
1184,25,LAC,1992,UNLV,5,157,2641,923,555,109,.516,.000,.580,16.8,5.9,3.5,0.7,0.0,.001,-4.6,-1.7,210.12727272727273,122.46984,Center
1185,26,POR,1992,Syracuse,2,59,475,204,64,17,.365,.200,.663,8.1,3.5,1.1,0.3,-0.3,-.032,-8.2,-0.7,201.12181818181818,95.25431999999999,Shooting Guard
1186,27,CHI,1992,Oklahoma State,4,214,2674,835,648,114,.456,.256,.676,12.5,3.9,3.0,0.5,3.9,.069,-3.9,-1.3,195.11818181818182,113.398,Power Forward
1187,28,MIN,1992,Texas-El Paso,2,98,1146,479,363,22,.542,.000,.685,11.7,4.9,3.7,0.2,2.6,.109,-3.0,-0.3,204.12363636363636,113.398,Power Forward
1188,29,NJN,1992,Louisiana Tech,15,1089,33823,9870,8409,1661,.460,.136,.794,31.1,9.1,7.7,1.5,89.8,.128,0.0,17.4,183.41109090909092,102.0582,Power Forward
1189,30,DAL,1992,Arizona,12,749,13560,4676,2877,631,.459,.091,.699,18.1,6.2,3.8,0.8,16.2,.057,-2.9,-3.1,183.11090909090908,113.398,Center
1190,31,POR,1992,TCU,2,66,384,99,120,5,.394,.000,.404,5.8,1.5,1.8,0.1,0.4,.051,-5.1,-0.3,183.11090909090908,108.86207999999999,Power Forward
1191,32,WSB,1992,Oklahoma,9,418,7007,2481,684,1236,.426,.387,.824,16.8,5.9,1.6,3.0,12.0,.082,-0.8,2.2,183.11090909090908,74.84268,Point Guard
1192,33,CHI,1992,Oklahoma State,2,39,288,92,37,29,.367,.250,.826,7.4,2.4,0.9,0.7,0.2,.037,-5.6,-0.3,186.11272727272728,86.18248,Point Guard
1193,34,MIN,1992,UConn,3,224,3956,1140,291,627,.435,.366,.713,17.7,5.1,1.3,2.8,3.2,.039,-2.3,-0.3,189.11454545454546,86.18248,Shooting Guard
1194,35,CHH,1992,Green Bay,3,152,1886,538,155,303,.412,.335,.732,12.4,3.5,1.0,2.0,1.6,.041,-2.7,-0.3,180.10909090909092,79.3786,Point Guard
1195,36,LAL,1992,USC,2,88,781,204,59,178,.402,.216,.720,8.9,2.3,0.7,2.0,-0.5,-.032,-6.1,-0.8,183.11090909090908,83.91452,Point Guard
1196,38,ATL,1992,Notre Dame,3,21,159,48,10,22,.340,.273,.722,7.6,2.3,0.5,1.0,-0.3,-.095,-6.9,-0.2,180.10909090909092,77.11064,Point Guard
1197,39,CHI,1992,Georgia,5,148,1189,423,75,182,.420,.077,.665,8.0,2.9,0.5,1.2,1.6,.066,-2.4,-0.1,183.11090909090908,83.91452,Point Guard
1198,41,HOU,1992,Murray State,11,535,12579,3726,3981,696,.447,.281,.751,23.5,7.0,7.4,1.3,22.0,.084,-2.7,-2.1,204.12363636363636,113.398,Power Forward
1199,42,MIA,1992,Georgia Tech,10,552,12221,5059,3158,388,.499,.232,.728,22.1,9.2,5.7,0.7,28.4,.112,-1.8,0.6,210.12727272727273,110.222856,Center
1200,45,SEA,1992,Wake Forest,3,103,2058,693,311,116,.423,.383,.633,20.0,6.7,3.0,1.1,1.0,.023,-2.8,-0.4,204.12363636363636,97.52228,Small Forward
1201,46,DEN,1992,St. John's,3,47,273,101,81,9,.378,.000,.574,5.8,2.1,1.7,0.2,0.1,.026,-6.3,-0.3,183.41109090909092,113.398,Center
1202,48,PHO,1992,Duke,1,68,374,131,55,22,.317,.333,.735,5.5,1.9,0.8,0.3,0.0,.000,-4.7,-0.3,201.12181818181818,90.7184,Small Forward
1203,50,GSW,1992,UNC Wilmington,3,50,512,177,110,25,.500,.000,.625,10.2,3.5,2.2,0.5,0.6,.058,-3.1,-0.1,183.41109090909092,106.59412,Center
1204,52,CHI,1992,Michigan State,1,2,12,3,3,2,.250,.000,.500,6.0,1.5,1.5,1.0,0.0,-.126,-8.5,0.0,201.12181818181818,102.0582,Small Forward
1205,1,CHH,1991,UNLV,10,707,25685,11450,5300,2298,.484,.332,.766,36.3,16.2,7.5,3.3,69.7,.130,1.4,22.0,198.12,113.398,Power Forward
1206,2,NJN,1991,Georgia Tech,14,858,25868,10789,2641,5196,.421,.346,.790,30.1,12.6,3.1,6.1,62.5,.116,1.4,21.9,180.10909090909092,76.203456,Point Guard
1207,3,SAC,1991,Syracuse,10,600,17619,7026,4016,1704,.481,.291,.629,29.4,11.7,6.7,2.8,28.6,.078,-0.2,7.8,204.12363636363636,99.79024,Small Forward
1209,5,MIA,1991,Michigan State,14,942,28855,13430,3060,2922,.440,.358,.845,30.6,14.3,3.2,3.1,83.7,.139,1.4,24.6,201.12181818181818,90.7184,Shooting Guard
1210,6,DAL,1991,Missouri,5,296,5833,2356,1234,400,.425,.083,.773,19.7,8.0,4.2,1.4,3.0,.024,-3.6,-2.4,183.11090909090908,99.79024,Power Forward
1211,7,MIN,1991,New Mexico,10,567,12006,4090,2794,836,.462,.000,.760,21.2,7.2,4.9,1.5,17.5,.070,-2.6,-1.9,216.1309090909091,120.20188,Center
1212,8,DEN,1991,Temple,6,251,5018,1685,467,428,.384,.270,.735,20.0,6.7,1.9,1.7,0.1,.001,-3.7,-2.2,195.11818181818182,83.91452,Shooting Guard
1213,9,ATL,1991,UNLV,15,1001,21658,7990,3216,1561,.469,.152,.728,21.6,8.0,3.2,1.6,43.8,.097,-0.2,9.8,204.12363636363636,92.98636,Shooting Guard
1215,11,CLE,1991,Oregon,11,724,21545,9994,2174,4407,.448,.355,.873,29.8,13.8,3.0,6.1,65.9,.147,3.6,30.3,153.39290909090911,81.64656,Point Guard
1216,12,NYK,1991,UNLV,11,757,15850,5497,1417,2997,.403,.349,.733,20.9,7.3,1.9,4.0,35.9,.109,1.3,13.3,180.10909090909092,79.83219199999999,Point Guard
1217,13,IND,1991,Clemson,16,1094,29606,8706,8605,978,.530,.000,.562,27.1,8.0,7.9,0.9,86.9,.141,0.5,18.4,183.41109090909092,104.32616,Center
1218,14,SEA,1991,Nebraska,4,72,309,135,74,21,.393,.000,.662,4.3,1.9,1.0,0.3,0.2,.036,-6.9,-0.4,216.1309090909091,117.93392,Center
1219,15,ATL,1991,Seton Hall,6,352,6729,1958,1584,278,.403,.000,.686,19.1,5.6,4.5,0.8,0.3,.002,-5.7,-6.4,207.12545454545457,106.59412,Power Forward
1220,16,GSW,1991,Old Dominion,11,700,13760,7232,3741,461,.513,.249,.660,19.7,10.3,5.3,0.7,32.1,.112,-1.1,3.2,183.11090909090908,99.79024,Power Forward
1221,17,GSW,1991,Iowa State,5,286,5755,2542,1384,257,.518,.286,.634,20.1,8.9,4.8,0.9,8.8,.073,-2.2,-0.3,207.12545454545457,120.20188,Center
1222,18,MIL,1991,Louisiana,3,126,1031,417,141,48,.401,.200,.859,8.2,3.3,1.1,0.4,-0.1,-.004,-5.9,-1.0,198.12,90.7184,Small Forward
1223,19,WSB,1991,Louisville,3,183,3131,1218,271,394,.432,.298,.813,17.1,6.7,1.5,2.2,1.5,.024,-3.6,-1.2,189.11454545454546,90.7184,Shooting Guard
1224,21,UTA,1991,Providence,9,508,11882,5118,1261,2467,.438,.343,.786,23.4,10.1,2.5,4.9,25.6,.103,2.0,12.1,183.11090909090908,86.18248,Point Guard
1225,23,ORL,1991,LSU,8,300,5869,2555,1549,189,.499,.000,.514,19.6,8.5,5.2,0.6,8.1,.066,-3.4,-2.0,210.12727272727273,129.27372,Center
1226,24,BOS,1991,UNC,13,930,23723,8966,3517,2649,.450,.349,.770,25.5,9.6,3.8,2.8,44.7,.090,0.0,11.7,201.12181818181818,104.32616,Small Forward
1227,26,CHI,1991,Kansas,4,127,883,332,160,56,.443,.154,.722,7.0,2.6,1.3,0.4,1.0,.054,-3.3,-0.3,204.12363636363636,106.59412,Power Forward
1228,27,SAC,1991,UNC,9,584,8394,2494,1935,488,.441,.381,.696,14.4,4.3,3.3,0.8,10.6,.060,-1.8,0.3,183.11090909090908,104.32616,Power Forward
1229,28,CHH,1991,Minnesota,2,95,1143,310,120,108,.436,.333,.726,12.0,3.3,1.3,1.1,0.4,.016,-4.4,-0.7,195.11818181818182,88.45044,Shooting Guard
1230,30,ATL,1991,NC State,1,38,313,131,33,27,.368,.222,.826,8.2,3.4,0.9,0.7,-0.2,-.035,-5.3,-0.3,189.11454545454546,83.91452,Shooting Guard
1231,31,SAC,1991,New Mexico State,12,655,11533,3148,1173,1420,.417,.200,.691,17.6,4.8,1.8,2.2,11.0,.046,-1.9,0.2,186.11272727272728,86.18248,Point Guard
1232,33,DAL,1991,Temple,5,249,3501,1182,809,191,.437,.286,.711,14.1,4.7,3.2,0.8,1.8,.025,-4.2,-1.9,210.12727272727273,104.32616,Center
1233,35,DAL,1991,Saint Francis University,2,122,3049,1096,238,522,.457,.404,.798,25.0,9.0,2.0,4.3,3.7,.058,-1.9,0.1,153.09272727272727,79.3786,Point Guard
1234,36,ORL,1991,NC State,3,112,1313,416,129,243,.421,.269,.816,11.7,3.7,1.2,2.2,1.6,.058,-1.8,0.1,180.10909090909092,83.91452,Point Guard
1235,37,LAC,1991,Memphis,10,549,9501,3449,742,1699,.459,.359,.783,17.3,6.3,1.4,3.1,14.0,.071,-0.5,3.6,180.10909090909092,68.0388,Point Guard
1236,39,CLE,1991,Purdue,5,78,856,331,80,55,.407,.340,.772,11.0,4.2,1.0,0.7,0.3,.018,-4.7,-0.6,195.11818181818182,92.98636,Shooting Guard
1237,40,DET,1991,La Salle,11,499,7275,2253,654,1038,.412,.319,.816,14.6,4.5,1.3,2.1,2.5,.016,-3.9,-3.5,189.11454545454546,86.18248,Point Guard
1238,41,IND,1991,Iona College,3,84,671,352,85,45,.386,.246,.620,8.0,4.2,1.0,0.5,-1.3,-.095,-7.0,-0.8,195.11818181818182,95.25431999999999,Shooting Guard
1239,43,GSW,1991,Christopher Newport University,2,13,155,60,15,14,.329,.133,.714,11.9,4.6,1.2,1.1,-0.5,-.142,-7.7,-0.2,192.11636363636364,86.18248,Shooting Guard
1240,45,MIL,1991,Southern University and A&M College,9,467,13426,5153,1469,1246,.443,.390,.738,28.7,11.0,3.1,2.7,27.2,.097,0.2,7.5,195.11818181818182,95.25431999999999,Shooting Guard
1241,46,PHO,1991,Oklahoma State,3,102,2226,1080,351,111,.509,.231,.694,21.8,10.6,3.4,1.1,4.5,.097,-0.2,1.0,201.12181818181818,90.7184,Small Forward
1242,48,UTA,1991,Arizona State,9,432,8350,3285,2030,538,.446,.176,.670,19.3,7.6,4.7,1.2,9.2,.053,-2.5,-1.0,183.11090909090908,115.66596,Center
1243,49,SAS,1991,Oral Roberts,3,168,1946,761,153,284,.396,.361,.743,11.6,4.5,0.9,1.7,1.0,.024,-3.6,-0.8,186.11272727272728,77.11064,Point Guard
1244,1,NJN,1990,Syracuse,15,781,25903,12884,7232,1985,.447,.295,.769,33.2,16.5,9.3,2.5,64.3,.119,1.4,22.3,183.11090909090908,104.32616,Power Forward
1245,2,SEA,1990,Oregon State,17,1335,47117,21813,5269,8966,.466,.317,.729,35.3,16.3,3.9,6.7,145.5,.148,3.3,62.5,192.11636363636364,81.64656,Point Guard
1247,4,ORL,1990,Georgia Tech,10,629,17983,8094,1774,1296,.417,.397,.793,28.6,12.9,2.8,2.1,33.4,.089,0.2,9.9,204.12363636363636,103.872568,Small Forward
1248,5,CHH,1990,Illinois,15,966,29481,12914,4002,2945,.434,.300,.754,30.5,13.4,4.1,3.0,47.8,.078,0.1,15.8,195.11818181818182,88.45044,Shooting Guard
1249,6,MIN,1990,Louisville,12,640,12298,3354,3436,213,.484,.000,.658,19.2,5.2,5.4,0.3,20.9,.081,-4.3,-7.0,210.12727272727273,120.20188,Center
1250,7,SAC,1990,La Salle,7,454,13472,5833,2833,1498,.433,.305,.771,29.7,12.8,6.2,3.3,16.9,.060,0.0,6.7,201.12181818181818,95.25431999999999,Small Forward
1251,8,LAC,1990,Loyola Marymount,3,105,1336,574,162,98,.386,.291,.728,12.7,5.5,1.5,0.9,0.1,.004,-5.7,-1.2,192.11636363636364,86.18248,Shooting Guard
1252,9,MIA,1990,Minnesota,8,316,6666,3243,932,393,.424,.345,.786,21.1,10.3,2.9,1.2,9.1,.065,-2.5,-0.9,204.12363636363636,95.25431999999999,Small Forward
1253,10,ATL,1990,Michigan,6,336,6098,2546,606,1179,.432,.344,.611,18.1,7.6,1.8,3.5,5.2,.041,-1.5,0.8,186.11272727272728,88.45044,Point Guard
1254,11,GSW,1990,Xavier,14,801,22388,7532,6854,647,.502,.000,.643,28.0,9.4,8.6,0.8,56.2,.120,-1.9,0.8,207.12545454545457,108.86207999999999,Power Forward
1255,12,HOU,1990,Georgia,4,210,2937,1084,751,81,.426,.417,.744,14.0,5.2,3.6,0.4,2.0,.033,-5.9,-2.8,183.41109090909092,104.32616,Power Forward
1256,13,LAC,1990,Michigan,11,689,16993,6984,4881,652,.504,.244,.718,24.7,10.1,7.1,0.9,35.8,.101,-1.5,2.2,207.12545454545457,104.32616,Power Forward
1257,14,SAC,1990,Texas,3,115,2964,1273,233,326,.410,.362,.749,25.8,11.1,2.0,2.8,2.4,.039,-2.6,-0.5,186.11272727272728,86.18248,Point Guard
1258,15,MIA,1990,Ohio University,3,90,594,306,77,61,.392,.277,.860,6.6,3.4,0.9,0.7,0.2,.018,-3.9,-0.3,195.11818181818182,86.18248,Shooting Guard
1259,16,MIL,1990,Michigan,11,678,16422,7175,3680,891,.457,.384,.781,24.2,10.6,5.4,1.3,33.3,.097,-0.6,5.9,183.11090909090908,104.32616,Power Forward
1260,17,NYK,1990,Maryland,4,179,1902,721,452,99,.449,.000,.648,10.6,4.0,2.5,0.6,1.7,.043,-4.1,-1.0,183.11090909090908,107.954896,Power Forward
1261,18,SAC,1990,Temple,11,541,9409,2648,2273,243,.507,.286,.618,17.4,4.9,4.2,0.4,15.8,.081,-2.3,-0.7,210.12727272727273,108.86207999999999,Center
1262,20,MIN,1990,Ole Miss,4,201,3347,1553,512,298,.433,.236,.643,16.7,7.7,2.5,1.5,1.8,.025,-1.9,0.1,195.11818181818182,100.243832,Small Forward
1263,21,PHO,1990,St. John's,9,475,9805,3472,3584,287,.440,.125,.606,20.6,7.3,7.5,0.6,20.0,.098,-2.8,-2.1,207.12545454545457,108.86207999999999,Power Forward
1264,22,NJN,1990,UConn,4,177,2019,736,180,325,.414,.071,.820,11.4,4.2,1.0,1.8,1.3,.032,-3.5,-0.8,195.11818181818182,86.18248,Shooting Guard
1265,23,SAC,1990,Saint Louis,6,318,7372,2199,1726,442,.468,.125,.590,23.2,6.9,5.4,1.4,10.8,.070,-2.0,0.1,204.12363636363636,97.52228,Power Forward
1266,24,SAS,1990,Florida,8,217,1950,587,536,93,.404,.125,.638,9.0,2.7,2.5,0.4,1.0,.024,-5.0,-1.5,213.1290909090909,117.93392,Center
1267,25,POR,1990,Duke,5,256,3200,1465,846,85,.502,.000,.701,12.5,5.7,3.3,0.3,4.8,.072,-3.8,-1.5,183.11090909090908,108.86207999999999,Power Forward
1268,26,DET,1990,Texas,3,142,1045,289,110,117,.436,.253,.667,7.4,2.0,0.8,0.8,0.7,.031,-3.2,-0.3,192.11636363636364,86.18248,Shooting Guard
1269,27,LAL,1990,Clemson,15,1044,25776,10805,6116,1199,.460,.054,.699,24.7,10.3,5.9,1.1,62.8,.117,-0.5,9.5,183.41109090909092,97.52228,Center
1270,28,GSW,1990,Iowa,2,52,192,53,67,2,.333,.000,.650,3.7,1.0,1.3,0.0,0.1,.031,-8.0,-0.3,210.12727272727273,107.501304,Center
1271,30,MIA,1990,Houston,8,465,8042,2481,1690,261,.476,.143,.643,17.3,5.3,3.6,0.6,9.0,.054,-3.7,-3.4,207.12545454545457,97.52228,Power Forward
1272,31,PHO,1990,Dayton,6,276,4513,1699,351,780,.436,.263,.730,16.4,6.2,1.3,2.8,4.2,.044,-3.0,-1.1,183.11090909090908,79.3786,Point Guard
1273,32,PHI,1990,Georgia Tech,4,118,1182,389,123,114,.388,.227,.705,10.0,3.3,1.0,1.0,-0.5,-.020,-5.9,-1.2,192.11636363636364,95.25431999999999,Shooting Guard
1274,33,UTA,1990,Dartmouth College,2,48,209,100,65,11,.412,.000,.667,4.4,2.1,1.4,0.2,-0.1,-.013,-6.7,-0.2,213.1290909090909,97.52228,Center
1275,34,GSW,1990,Kansas,4,94,1125,340,90,152,.399,.186,.790,12.0,3.6,1.0,1.6,0.4,.017,-4.0,-0.6,189.11454545454546,81.64656,Point Guard
1276,35,WSB,1990,Texas-El Paso,13,656,7974,2538,1691,351,.440,.225,.748,12.2,3.9,2.6,0.5,5.6,.033,-5.5,-7.0,183.41109090909092,108.86207999999999,Power Forward
1277,36,ATL,1990,UCLA,4,103,1609,591,353,99,.456,.000,.567,15.6,5.7,3.4,1.0,0.8,.023,-3.4,-0.6,201.12181818181818,95.25431999999999,Power Forward
1278,37,WSB,1990,Virginia Union University,2,151,3108,1502,315,320,.435,.138,.778,20.6,9.9,2.1,2.1,1.1,.017,-3.9,-1.5,189.11454545454546,79.3786,Shooting Guard
1279,38,SEA,1990,Arizona,12,720,8444,2385,1266,560,.433,.366,.633,11.7,3.3,1.8,0.8,16.5,.094,-0.1,4.0,198.12,99.79024,Small Forward
1280,39,CHH,1990,Purdue,7,174,918,331,180,26,.558,.200,.759,5.3,1.9,1.0,0.1,2.9,.153,-1.9,0.0,207.12545454545457,113.398,Center
1281,40,SAC,1990,Virginia Tech,14,852,20319,6628,1820,3313,.425,.267,.811,23.8,7.8,2.1,3.9,27.4,.065,-1.6,1.9,183.11090909090908,81.64656,Point Guard
1282,41,ATL,1990,Illinois,3,33,299,73,60,44,.329,.100,.696,9.1,2.2,1.8,1.3,-0.1,-.020,-4.0,-0.2,195.11818181818182,86.18248,Shooting Guard
1283,42,DEN,1990,Illinois,4,267,4568,1942,925,244,.417,.340,.664,17.1,7.3,3.5,0.9,4.0,.042,-2.6,-0.7,204.12363636363636,92.98636,Small Forward
1284,43,SAS,1990,Maryland,13,683,12291,4238,2964,266,.470,.091,.705,18.0,6.2,4.3,0.4,15.6,.061,-4.5,-7.8,207.12545454545457,99.79024,Power Forward
1285,44,MIL,1990,Kansas State,7,238,2282,739,176,465,.403,.432,.869,9.6,3.1,0.7,2.0,3.8,.079,-1.8,0.1,153.39290909090911,80.28578399999999,Point Guard
1286,45,IND,1990,Texas-El Paso,13,903,26084,9041,6755,1017,.448,.087,.727,28.9,10.0,7.5,1.1,59.6,.110,-1.3,4.4,207.12545454545457,97.52228,Power Forward
1287,46,IND,1990,Elizabeth City State University,4,260,2918,1247,693,161,.511,.000,.680,11.2,4.8,2.7,0.6,7.4,.122,0.1,1.5,207.12545454545457,92.98636,Small Forward
1288,47,PHI,1990,Xavier,10,456,8548,3088,2213,291,.430,.180,.786,18.7,6.8,4.9,0.6,18.5,.104,-2.1,-0.3,204.12363636363636,99.79024,Power Forward
1289,48,PHO,1990,Cal State Fullerton,11,609,14712,8693,3258,723,.500,.309,.753,24.2,14.3,5.3,1.2,40.4,.132,0.7,10.1,198.12,86.18248,Small Forward
1290,51,LAL,1990,Marquette,9,457,7295,2504,735,881,.431,.307,.690,16.0,5.5,1.6,1.9,6.7,.044,-2.0,0.0,189.11454545454546,83.91452,Shooting Guard
1291,54,SAS,1990,Michigan,6,220,3334,1375,402,226,.428,.321,.850,15.2,6.3,1.8,1.0,0.4,.006,-4.7,-2.3,207.12545454545457,92.98636,Small Forward
1292,1,SAC,1989,Louisville,11,474,11593,4494,3170,691,.510,.050,.689,24.5,9.5,6.7,1.5,21.8,.090,-0.5,4.4,207.12545454545457,95.25431999999999,Center
1293,2,LAC,1989,Duke,13,917,18133,6439,2550,1185,.446,.393,.840,19.8,7.0,2.8,1.3,34.8,.092,-0.9,4.9,183.11090909090908,104.32616,Power Forward
1294,3,SAS,1989,Arizona,12,742,24502,10544,3204,1897,.465,.375,.799,33.0,14.2,4.3,2.6,55.7,.109,0.2,13.5,204.12363636363636,92.98636,Small Forward
1295,4,MIA,1989,Michigan,15,1000,34985,18336,4387,2097,.456,.400,.846,35.0,18.3,4.4,2.1,88.7,.122,0.8,24.9,201.12181818181818,97.52228,Small Forward
1296,5,CHH,1989,UNC,11,672,15370,5680,3381,639,.472,.135,.716,22.9,8.5,5.0,1.0,22.5,.070,-2.9,-3.7,207.12545454545457,112.037224,Power Forward
1297,6,CHI,1989,Oklahoma,8,438,7406,2819,1460,387,.478,.235,.707,16.9,6.4,3.3,0.9,10.9,.071,-3.4,-2.7,183.41109090909092,104.32616,Center
1298,7,IND,1989,Florida State,12,766,17429,6925,2342,1769,.402,.358,.810,22.8,9.0,3.1,2.3,24.6,.068,-0.8,5.3,198.12,92.98636,Small Forward
1299,8,DAL,1989,Louisiana Tech,5,281,5382,2083,1366,175,.401,.193,.707,19.2,7.4,4.9,0.6,1.9,.017,-5.0,-4.0,204.12363636363636,108.86207999999999,Power Forward
1300,9,WSB,1989,Georgia Tech,12,687,10419,3617,2243,378,.480,.000,.691,15.2,5.3,3.3,0.6,14.7,.068,-3.8,-4.7,207.12545454545457,97.52228,Power Forward
